,summary,correct,rouge1,rouge2,rougeL,rougeLsum
1054,"Enlil er en sumerisk og babylonsk gud.
Han er en av de viktigste gudene i det gamle Mesopotamia.","Enlil var en av de viktigste sumeriske gudene.
Ninlil, luftens gudinne, var hans hustru.
Familieforholdene er uklare når det gjelder mesopotamisk religion, men ifølge flere myter var han sønn av himmelguden An (Anu) og far eller bestefar til måneguden Sin (Nanna), og til gudene Adad, Nergal og Ninurta, samt gudinnen Inanna.",30.137,8.4507,19.1781,27.3973
1055,"Aioler var en folkegruppe i den greske antikken.
De holdt til på øyene Lesvos og Kyme.","Aioler, også kalt æoler, var den ene av de tre stammene som hellenerne fra gammel tid var delt i. Den skulle etter sagnet stamme fra Aiolos, Hellens sønn.",22.2222,4.6512,17.7778,22.2222
1056,Aksiom er en begrunnelsesmetode som tar utgangspunkt i noe som fornuften og tenkning finner at er selvinnlysende sant.,"Aksiom er et prinsipp eller en påstand som kan danne belegg eller grunnlag for en rekke andre utsagn og påstander, men som selv godtas som selvinnlysende eller åpenbart sann.
Et aksiom er derfor ikke noe som selv trenger å bevises eller begrunnes.
Derfor kan aksiomatiske påstander stå som et grunnlag for ulike system av kunnskap ved at man utleder den øvrige kunnskapen deduktivt fra de grunnleggende aksiomene og definisjonene i et system.
En slik fremgangsmåte kalles en aksiomatisk metode.",22.0,4.0816,14.0,20.0
1057,"Achim von Arnim er en tysk filosof.
Han er professor i estetikk ved universitetet i Berlin.","Gernot Böhme er en tysk filosof og professor i filosofi i 1977–2002.
Han er særlig kjent for å knytte begrepet om atmosfære til estetisk erfaring og for å rehabilitere begrepet om skjønnhet.
Han har blant annet utgitt:",32.1429,18.5185,25.0,32.1429
1058,"Hermann Burger var en sveitsisk forfatter.
Han var en av Sveits' mest betydningsfulle forfattere på 1970- og 1980-tallet.","Hermann Burger, sveitsisk, tyskspråklig forfatter.
Burgers verk er kjennetegnet gjennom språklig virtuositet og en tematisk fokusering på døden.",35.0,5.2632,30.0,30.0
1059,"Alberto Manzoni var en italiensk maler og grafiker.
Han var utdannet ved Statens håndverks- og kunstindustriskole i Milano.","Valerio Adami er en italiensk maler og grafiker, kjent som Italias ledende popkunstner, en av de få som har hevdet seg innen dette feltet utenfor USA og Storbritannia.",25.5319,17.7778,25.5319,21.2766
1060,"Kayloan Boyadjiev er en bulgarsk ballettdanser, koreograf og pedagog.
Han er en av Norges ledende koreografer innen moderne ballett.","Kaloyan Boyadjiev er en bulgarskfødt ballettdanser i Nasjonalballetten i Oslo.
Han ble ansatt som danser i 2002 og forfremmet til solist i 2003.
Han nådde pensjonsalder som ballettdanser i 2019, men fortsetter å arbeide i kompaniet, som ballettmester og koreograf.",23.3333,6.8966,23.3333,23.3333
1061,"Brød og Roser var en norsk feministisk organisasjon som ble stiftet i Oslo i 1969.
Organisasjonen ble grunnlagt i Trondheim i 1971, og fikk sitt nåværende navn i 1985.","Brød og roser var en norsk, svært radikal og samfunnskritisk kvinneorganisasjon som ble stiftet i 1976 av en gruppe utbrytere fra Kvinnefronten.",42.8571,33.3333,39.2857,39.2857
1062,"Çatal Hüyük er et arkeologisk funnsted i Tyrkia, i den sørøstlige delen av Anatolia.
Stedet ligger i provinsen Amasya i det nordøstlige Tyrkia.","Çatal Hüyük er en bosetning fra neolittisk tid i Tyrkia, på Konya-sletten i Anatolia.
Bosetningen er den største boplassen fra yngre steinalder som kjennes i Midtøsten.",37.2881,17.5439,33.8983,37.2881
1063,"Andrés Carpentier var en kubansk forfatter og diplomat.
Han var en av de mest betydningsfulle kubanske forfatterne på 1900-tallet.","Alejo Carpentier var en cubansk forfatter.
Han er kjent som en av de fremste fornyerne av den latinamerikanske romanen på 1900-tallet, og ga blant annet ut Riket av denne verden (1949), De tapte skritt (1953) og Eksplosjon i katedralen (1962).
Han har også skrevet innflytelsesrike essays, og i 1946 ga han ut La música en Cuba (Musikken på Cuba), et standardverk om cubansk musikk.
Han fikk Cervantes-prisen i 1977.",25.8065,13.1868,23.6559,25.8065
1064,Elektrolysecelle er en celle som brukes til fremstilling eller raffinering av metaller.,"Elektrolysecelle er et kar for elektrolyse.
Karet inneholder den løsningen eller smelten som skal elektrolyseres og to elektroder for strømtilførsel.
Konstruksjonen og størrelsen av en elektrolysecelle varierer og avhenger av formålet.",25.0,4.3478,16.6667,20.8333
1065,"Drew Barrymore var en amerikansk skuespiller.
Han var en av de ledende lyrisk-dramatiske skuespillerne i stumfilmtiden.","John Barrymore var en amerikansk skuespiller.
Han var sønn av Maurice Barrymore og Georgiana Drew, bror av Lionel og Ethel Barrymore, far til John Drew Barrymore og bestefar til Drew Barrymore.",36.7347,29.7872,32.6531,36.7347
1066,"Solveig Christov var en norsk forfatter.
Hun var utdannet ved Statens håndverks- og kunstindustriskole.","Solveig Christov var en norsk forfatter.
Hun debuterte med en talentfull roman fra et havarert Oslo-miljø, Det blomstrer langs blindveien (1949).",37.8378,34.2857,37.8378,37.8378
1067,"Willem Dekker var en nederlandsk forfatter og embetsmann.
Han var en forkjemper for arbeiderens sosiale rettferdighetskrav og for å tale de innfødtes sak ved sin penn.
Hans roman Max Havelaar (1860, filmatisert i 1976) er et av de store romanverkene i nederlandsk litteratur.","Eduard Douwes Dekker var en nederlandsk forfatter, som var kjent under pseudonymet Multatuli (latinsk for 'jeg har lidt mye').",22.5806,13.3333,22.5806,19.3548
1068,"Frances Burney var ein britisk forfattar.
Ho skreiv dei to første romanane sine, Evelina (1778) og Madame D'Arblay (1789).","Frances Burney var ein engelsk forfattar, og ein av dei mest kjente og respekterte rundt 1800.
Størst suksess hadde ho med romanen Evelina (1778), men ho skreiv fleire andre romanar og ei rad skodespel.
I nyare tid har også dagbøkene og breva blitt mykje studert og kommentert.",31.4286,14.7059,25.7143,28.5714
1069,"Asinius var en romersk dikter.
Han var sønn av Marcus Aurelius Asinius.","Quintus Asconius Pedianus var en romersk forfatter og politiker.
Han studerte i Athen, sluttet seg til Caesar, senere til Antonius.
Asinius ble konsul i år 40 fvt.
Han levde i Roma og var opptatt av litterære interesser.",27.451,8.1633,23.5294,27.451
1070,Dieselmotor er en forbrenningsmotor som brukes til fremdrift av skip og til kraftgenerering.,"Dieselmotor, selvtennende forbrenningsmotor, oppkalt etter Rudolf Diesel.
Brukes i skip, lokomotiver, kraftanlegg, i store anleggsmaskiner og nyttekjøretøyer, samt i økende grad i personbiler.
I 2017 var andelen dieseldrift i registrerte personbiler i Norge på 48 prosent, men andelen er fallende.",21.8182,0.0,18.1818,21.8182
1071,"C. D. Broad var en britisk filosof.
Han var professor i filosofi ved universitetet i Cambridge fra 1922 til 1931.","Charlie Dunbar Broad var en britisk filosof.
Han var professor ved University of Cambridge til 1953.",61.1111,41.1765,61.1111,61.1111
1072,"Jean-Baptiste Calmette var en fransk lege.
Han var en av grunnleggerne av Pasteurinstituttet.","Albert Calmette var en fransk lege og bakteriolog, særlig kjent for sin deltakelse i framstillingen av BCG-vaksinen, som er en vaksine mot tuberkulose.",35.8974,21.6216,30.7692,30.7692
1073,"Bjørn Olav Børli var en norsk lyriker og arbeiderdikter.
Han regnes som en av de mest betydningsfulle norske dikterne i etterkrigstiden.","Hans Børli var en norsk forfatter og skogsarbeider.
Børli er skogens dikter over alle i norsk lyrikk.
Blant hans mest kjente dikt er «Der skulle vi ha vøri, Kal» og «Louis Armstrong».
Børli skrev også fortellinger og romaner.",30.7692,12.6984,24.6154,30.7692
1074,Meldeplikt er en plikt for helsepersonell til å gi opplysninger til tilsynsmyndigheter og politi.,"Meldeplikt er en plikt til på eget initiativ, det vil si uten å bli bedt eller oppfordret, å gi opplysninger om en pasient til andre, som regel et offentlig organ.
fordrer hjemmel i lov eller forskrift.",34.0426,17.7778,34.0426,34.0426
1075,"Bikini er en badedrakt som ble utviklet av den amerikanske marinen på slutten av 1930-tallet.
Drakten er laget av bomull, og er svært slitesterk.","Bikini er en todelt badedrakt.
Todelte badedrakter fantes på 1930-tallet også, men bikinien er mindre, ofte kalt verdens minste badedrakt.
Den består av en svært liten bukse og minimal overdel.
Den ble lansert i Paris i 1946 av den franske ingeniøren og designeren Louis Réard.
Han hadde designet badedrakter før og fortsatte med det innpå 1950-tallet, men det er bikinien han er mest kjent for.",32.6531,10.4167,22.449,32.6531
1076,"Pierre-Auguste Courbet var en fransk maler.
Han var en av de mest betydningsfulle representantene for realismen i fransk kunst fra slutten av 1840-årene og inn på 1850-tallet.","Gustave Courbet var en fransk maler og skulptør, og regnes som grunnlegger av realismen som kunstnerisk bevegelse.
Han er særlig kjent for verk som Steinhuggerne (1849), En begravelse i Ornans (1850), God dag, Herr Courbet (1854) og Verdens opprinnelse (1866).",36.1111,11.4286,25.0,30.5556
1077,"Marcus Licinius Crassus var en romersk general og politiker.
Han var sønn av den romerske keiser Julius Caesar.","Marcus Licinius Crassus var en romersk aristokrat.
Sammen med Pompeius og Caesar var han medlem av det første triumvirat.",56.4103,27.027,46.1538,46.1538
1078,"Aurelianum er en by i Belgia, i den sørlige delen av provinsen Antwerpen, ved elven Aurelia.
Byen har omtrent 88 000 innbyggere (2020).","Aarschot er en by og en kommune i sentrale Belgia, i regionen Flandern, provinsen Flamsk Brabant, ved elven Demer.
Byen hadde 29 965 innbyggere i 2018 og har et areal på 62,5 kvadratkilometer.",41.3793,14.2857,37.931,37.931
1079,"George Baillie Scott var en britisk arkitekt.
Han var en av de fremste representantene for Arts and Craft-bevegelsen i Storbritannia i første halvdel av 1900-tallet.","Mackay Hugh Baillie Scott var en britisk arkitekt og kunsthåndverker, utdannet i Bath.
Han var medlem av Arts and Craft-bevegelsen, sammen med blant annet William Morris og John Ruskin.
Han var opprinnelig sterkt påvirket av disse, men utviklet etter hvert sin egen stil.",40.5405,25.0,37.8378,40.5405
1080,"Berger er eit mannsnamn som går tilbake til det norrøne Bergerr.
I dette toledda namnet tyder forleddet ‘berg’ og etterleddet’’berg’.","Berger er eit mannsnamn som er norsk form av det svenske Birger som tyder ‘bergaren, den som hjelper’.",34.1463,20.5128,34.1463,34.1463
1081,"George Darwin var en britisk astronom og fysiker.
Han er mest kjent for teorien om at Månen en gang var en del av Jorden som ble revet løs av tidevannskrefter fra Solen.","George Darwin var en britisk astronom, særlig kjent for sine studier av tidevann, tidevannskreftenes kosmologiske betydning og Månens utviklingshistorie.",47.2727,26.4151,36.3636,32.7273
1082,"Amfiboler er en gruppe mineraler som består av krystaller av kalsium, magnesium, jern og oksygen.","Amfiboler er en gruppe viktige bergartsdannende mineraler.
De har forskjellig sammensetning, men med samme kjemiske summeformel: X2–3Y5Z8O22(OH,F)2, hvor X vesentlig står for kalsium (Ca), natrium (Na) og kalium (K), Y står for jern (Fe), magnesium (Mg) og aluminium (Al), og Z for silisium (Si) og aluminium.",29.4118,9.0909,26.4706,26.4706
1083,"Elias Berge var ein norsk prest og generalsekretær i Kirkens Nødhjelp.
Han var særleg kjend for innsatsen under Biafra-krisa i slutten av 1960-åra.","Elias Jakob Berge var teolog og generalsekretær i Kirkens Nødhjelp.
Berge var notbasen frå Sunnmøre som vart prest og ein viktig pioner i norsk nødhjelpsarbeid.",52.6316,29.0909,42.1053,45.614
1084,"Druidene var en gruppe keltiske religiøse ledere i middelalderen.
De var særlig viktige i keltisk religion, og blant annet i Irland og Skottland.","Druiden var medlem av det keltiske presteskapet i Gallia og på de britiske øyer, kjent fra cirka 200 før vår tidsregning.",25.0,4.3478,20.8333,20.8333
1085,"Alberto Botta var en italiensk arkitekt.
Han ble utdannet ved Statens håndverks- og kunstindustriskole i Milano i 1969.","Mario Botta er en sveitsisk arkitekt.
Han er ledende innenfor den såkalte Ticino-skolen.
Botta har vært en av de største inspirasjonskildene i den europeiske arkitekturen særlig fra 1990-tallet og framover.",21.8182,3.7736,18.1818,18.1818
1086,"Elisabeth-tårnet er et klokketårn i London, England, i bydelen Westminister i sentrum av byen.
Tårnet er et av de aller viktigste verkene til arkitektene Sir Charles Barry og August Welby Northmore Pugin.","Big Ben er kallenavnet på den store klokken i tårnet på parlamentsbygningen Westminster Palace, men brukes ofte som en populær betegnelse på hele tårnet.
I anledning 60-års jubileet til dronning Elisabeth 2. i 2012 fikk klokketårnet navnet «Elisabeth-tårnet».
Tidligere har klokketårnet hatt det mindre kjente navnet St. Stephen's Tower.",23.4043,6.5217,12.766,17.0213
1087,"Deceptionøya er en øy i Sør-Shetlandsøyene i Antarktis.
Øya ligger i den delen av Antarktis som både Storbritannia, Argentina og Chile gjør krav på.","Deceptionøya er en øy i Antarktis, som ligger i Bransfieldstredet sør i øygruppen Sør-Shetlandsøyene, på cirka 63° sørlig breddegrad og 60,5° vestlig lengdegrad.",60.0,37.931,36.6667,50.0
1088,"Belgias væpnede styrker er en felles styrke som består av land, marine, flyvåpen og luftvåpen.","Belgia er medlem av NATO, og er en av de opprinnelige landene i organisasjonen.
Alminnelig verneplikt ble avskaffet i 1995.
Sstyrketallet for de belgiske væpnede styrker er omkring 26 550 aktivt personell, og en reserve på omkring 5100 personell (2018, IISS).",26.2295,13.5593,19.6721,22.9508
1089,"Carte Blanche er et norsk dansekompani, etablert i 1984 av Jennifer Day.
Kompaniet er et av Norges mest profilerte danseensembler.","Carte Blanche Dansekompani er et norsk dansekompani, stiftet i 1984.
Det har sete i Bergen og er Norges nasjonale kompani for samtidsdans.
Teatersjef fra august 2018 er Annabelle Bonnéry.
Carte Blanche eies av staten, Hordaland fylkeskommune og Bergen kommune.",36.6667,17.2414,33.3333,36.6667
1090,"Ardabil er en by i det nordøstlige Iran, i provinsen Ardabil, ved elven Khorasan.
Byen ligger i den sørvestlige delen av landet og er hovedstad i fylket Ardabil.","Ardabil er en by i nordlige Iran og hovedstad i provinsen med samme navn.
Den har rundt 650 000 innbyggere (Iran Census, 2016), og ligger omkring 62 km fra Det kaspiske hav, 1400 meter over havet.",39.3939,18.75,30.303,33.3333
1091,"Vårskrinneblom er en flerårig urt i korsblomstfamilien.
Den er ettårig til toårig og finnes i Norge i fire arter, den ettårige sandskrinneblommen (latinsk navn: Arabidopsis lyrata ssp.
petraea).",Vårskrinneblomslekta er en planteslekt i korsblomstfamilien med omlag ti arter i nordlige tempererte strøk og sørover til fjellene i tropisk Afrika.,35.0877,7.2727,24.5614,21.0526
1092,"Bjørn West var en norsk motstandsbase i Nord-Norge under andre verdenskrig.
Den ble opprettet i 1945 av Milorg.","Bjørn West var et baseområde for Milorg i Matrefjellene nord for Bergen fra høsten 1944, under andre verdenskrig.
Baseområdet hadde kaptein Harald Risnes som sjef, og en styrke på 250 mann.",40.0,18.8679,32.7273,40.0
1093,"Common rail er en fellesbetegnelse for ulike typer dieselmotorer.
Common rail brukes til å slippe inn drivstoff i en dieselmotor.","Common rail er en innsprøytningsteknikk arvet fra lastebilsiden, der dieselolje under svært høyt trykk, gjerne 200 MPa (2000 bar), pumpes inn i et tykt rør som er stengt i begge ender, og derfra via separate fordelingsrør til elektrisk opererte sylinderinjektorer på toppen av motoren, hvorfra drivstoffet slippes inn i forbrenningsrommet over stemplene.",21.0526,10.8108,21.0526,21.0526
